target_name,target_accession,tlen,query_name,query_accession,query_len,full_evalue,full_score,full_bias,domain_num,domain_total,domain_c_evalue,domain_i_evalue,domain_score,domain_bias,hmm_coord_from,hmm_coord_to,ali_coord_from,ali_coord_to,env_coord_from,env_coord_to,accuracy,description,full_query_name
Mito_carr,PF00153.23,97,Transcript_5511,-,293,1.5e-55,185.0,3.1,1,3,1.1e-22,1.8e-18,66.1,0.0,6,96,42,303,30,306,0.94,Mitochondrial carrier protein,Transcript_5511.p1
Mito_carr,PF00153.23,97,Transcript_5511,-,293,1.5e-55,185.0,3.1,2,3,1.1e-22,1.8e-18,66.1,0.1,5,95,321,597,309,603,0.89,Mitochondrial carrier protein,Transcript_5511.p1
Mito_carr,PF00153.23,97,Transcript_5511,-,293,1.5e-55,185.0,3.1,3,3,2.3e-18,3.7e-14,52.3,0.1,2,90,630,870,624,876,0.94,Mitochondrial carrier protein,Transcript_5511.p1
POPLD,PF08170.8,92,Transcript_5512,-,80,7.4e-13,48.7,0.2,1,1,4.8e-17,7.8e-13,48.6,0.2,38,85,3,147,0,210,0.88,POPLD (NUC188) domain,Transcript_5512.p3
MFS_1,PF07690.12,352,Transcript_5513,-,378,1.1e-27,96.8,34.5,1,2,6.8e-32,1.1e-27,96.8,34.5,27,324,18,903,9,936,0.84,Major Facilitator Superfamily,Transcript_5513.p1
MFS_1,PF07690.12,352,Transcript_5513,-,378,1.1e-27,96.8,34.5,2,2,3.9e-05,0.63,8.8,5.4,210,293,834,1095,825,1116,0.81,Major Facilitator Superfamily,Transcript_5513.p1
WD40,PF00400.28,37,Transcript_5516,-,420,9.5e-26,89.4,11.8,1,7,0.14,2300.0,-0.4,0.0,13,37,135,225,105,225,0.73,"WD domain, G-beta repeat",Transcript_5516.p1
WD40,PF00400.28,37,Transcript_5516,-,420,9.5e-26,89.4,11.8,2,7,1.3e-09,2.2e-05,25.0,0.1,7,36,255,348,234,351,0.87,"WD domain, G-beta repeat",Transcript_5516.p1
WD40,PF00400.28,37,Transcript_5516,-,420,9.5e-26,89.4,11.8,3,7,5.2e-08,0.00084,20.0,0.1,8,37,384,477,360,477,0.83,"WD domain, G-beta repeat",Transcript_5516.p1
WD40,PF00400.28,37,Transcript_5516,-,420,9.5e-26,89.4,11.8,4,7,8.6e-09,0.00014,22.4,0.5,1,37,489,603,486,603,0.87,"WD domain, G-beta repeat",Transcript_5516.p1
WD40,PF00400.28,37,Transcript_5516,-,420,9.5e-26,89.4,11.8,5,7,0.02,320.0,2.3,0.0,15,37,663,732,612,732,0.66,"WD domain, G-beta repeat",Transcript_5516.p1
WD40,PF00400.28,37,Transcript_5516,-,420,9.5e-26,89.4,11.8,6,7,0.16,2600.0,-0.6,0.0,16,37,816,861,783,861,0.64,"WD domain, G-beta repeat",Transcript_5516.p1
WD40,PF00400.28,37,Transcript_5516,-,420,9.5e-26,89.4,11.8,7,7,3.3e-08,0.00053,20.6,0.0,5,36,894,993,876,996,0.83,"WD domain, G-beta repeat",Transcript_5516.p1
Ras,PF00071.18,162,Transcript_5517,-,193,8.5e-51,171.6,0.0,1,1,1.8e-54,9.9e-51,171.4,0.0,0,159,24,528,24,537,0.98,Ras family,Transcript_5517.p1
Roc,PF08477.9,120,Transcript_5517,-,193,3.4e-22,78.8,0.0,1,1,8.5e-26,4.6e-22,78.4,0.0,0,119,24,366,24,369,0.88,"Ras of Complex, Roc, domain of DAPkinase",Transcript_5517.p1
Arf,PF00025.17,175,Transcript_5517,-,193,5.2e-08,32.4,0.0,1,1,1.5e-11,8.4e-08,31.7,0.0,13,169,18,513,0,528,0.71,ADP-ribosylation factor family,Transcript_5517.p1
AAA,PF00004.25,132,Transcript_5518,-,468,3.9e-40,137.2,0.0,1,1,4.2e-44,6.9e-40,136.4,0.0,0,131,735,1134,735,1137,0.95,ATPase family associated with various cellular activities (AAA),Transcript_5518.p1
Kinetochor_Ybp2,PF08568.6,633,Transcript_5519,-,180,7.1e-39,133.7,1.0,1,1,4.7e-43,7.6e-39,133.6,1.0,428,579,15,525,0,540,0.94,"Uncharacterised protein family, YAP/Alf4/glomulin",Transcript_5519.p1
SRP54,PF00448.18,196,Transcript_5520,-,542,5.9e-80,267.4,3.9,1,2,4.4e-83,1.8e-79,265.8,0.3,1,196,327,912,324,912,0.99,"SRP54-type protein, GTPase domain",Transcript_5520.p1
SRP54,PF00448.18,196,Transcript_5520,-,542,5.9e-80,267.4,3.9,2,2,0.023,94.0,2.4,0.3,98,138,1092,1212,933,1236,0.78,"SRP54-type protein, GTPase domain",Transcript_5520.p1
SRP_SPB,PF02978.15,99,Transcript_5520,-,542,9.4e-29,99.8,12.1,1,3,0.51,2100.0,-0.7,0.0,11,37,897,975,864,999,0.63,Signal peptide binding domain,Transcript_5520.p1
SRP_SPB,PF02978.15,99,Transcript_5520,-,542,9.4e-29,99.8,12.1,2,3,2.3e-32,9.4e-29,99.8,12.1,0,98,1002,1308,1002,1311,0.92,Signal peptide binding domain,Transcript_5520.p1
SRP_SPB,PF02978.15,99,Transcript_5520,-,542,9.4e-29,99.8,12.1,3,3,4.0,16000.0,-14.0,20.8,16,55,1377,1503,1347,1617,0.61,Signal peptide binding domain,Transcript_5520.p1
SRP54_N,PF02881.15,75,Transcript_5520,-,542,1.1e-13,51.1,2.6,1,2,2.7e-17,1.1e-13,51.1,2.6,0,75,15,264,15,264,0.93,"SRP54-type protein, helical bundle domain",Transcript_5520.p1
SRP54_N,PF02881.15,75,Transcript_5520,-,542,1.1e-13,51.1,2.6,2,2,1.7,6800.0,-2.8,0.1,4,30,921,993,915,999,0.62,"SRP54-type protein, helical bundle domain",Transcript_5520.p1
CbiA,PF01656.19,195,Transcript_5520,-,542,3.3e-06,26.7,1.3,1,2,3.2e-09,1.3e-05,24.8,0.1,8,114,354,660,333,795,0.66,CobQ/CobB/MinD/ParA nucleotide binding domain,Transcript_5520.p1
CbiA,PF01656.19,195,Transcript_5520,-,542,3.3e-06,26.7,1.3,2,2,0.3,1200.0,-1.2,0.1,123,167,990,1122,921,1203,0.64,CobQ/CobB/MinD/ParA nucleotide binding domain,Transcript_5520.p1
TFIIB,PF00382.15,71,Transcript_5520,-,346,3.4e-44,148.6,2.7,1,3,2.2e-32,1.8e-28,98.2,0.9,0,70,396,606,396,609,0.98,Transcription factor TFIIB repeat,Transcript_5520.p2
TFIIB,PF00382.15,71,Transcript_5520,-,346,3.4e-44,148.6,2.7,2,3,0.44,3600.0,-2.0,0.0,27,38,630,663,621,669,0.83,Transcription factor TFIIB repeat,Transcript_5520.p2
TFIIB,PF00382.15,71,Transcript_5520,-,346,3.4e-44,148.6,2.7,3,3,4.4e-17,3.6e-13,49.2,0.0,0,71,714,927,714,927,0.99,Transcription factor TFIIB repeat,Transcript_5520.p2
TF_Zn_Ribbon,PF08271.8,43,Transcript_5520,-,346,3e-13,48.9,0.7,1,1,6.9e-17,5.6e-13,48.0,0.7,1,43,66,198,63,198,0.96,TFIIB zinc-binding,Transcript_5520.p2
PGM_PMM_I,PF02878.12,138,Transcript_5521,-,576,7.8e-15,54.7,0.0,1,2,8.3e-12,6.7e-08,32.2,0.0,91,120,228,315,144,369,0.81,"Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain I",Transcript_5521.p1
PGM_PMM_I,PF02878.12,138,Transcript_5521,-,576,7.8e-15,54.7,0.0,2,2,5.2e-08,0.00042,19.9,0.0,38,87,438,588,363,609,0.84,"Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain I",Transcript_5521.p1
PGM_PMM_IV,PF00408.16,74,Transcript_5521,-,576,9.4e-12,44.8,0.0,1,2,1.6,13000.0,-3.7,0.0,25,39,270,312,246,312,0.82,"Phosphoglucomutase/phosphomannomutase, C-terminal domain",Transcript_5521.p1
PGM_PMM_IV,PF00408.16,74,Transcript_5521,-,576,9.4e-12,44.8,0.0,2,2,3.5e-15,2.8e-11,43.3,0.0,1,73,1485,1713,1482,1716,0.76,"Phosphoglucomutase/phosphomannomutase, C-terminal domain",Transcript_5521.p1
Peroxin-13_N,PF04088.9,153,Transcript_5523,-,230,8.4e-41,139.4,1.3,1,2,0.14,2200.0,-1.6,0.2,103,104,114,117,42,189,0.46,"Peroxin 13, N-terminal region",Transcript_5523.p1
Peroxin-13_N,PF04088.9,153,Transcript_5523,-,230,8.4e-41,139.4,1.3,2,2,6.4e-45,1e-40,139.1,0.1,10,105,402,681,366,690,0.88,"Peroxin 13, N-terminal region",Transcript_5523.p1
RhoGAP,PF00620.23,152,Transcript_5524,-,321,3.5e-07,30.0,0.2,1,1,4e-11,6.5e-07,29.2,0.2,45,124,318,543,240,576,0.83,RhoGAP domain,Transcript_5524.p1
PH,PF00169.25,106,Transcript_5528,-,340,2.6e-12,47.0,4.6,1,2,2.1e-05,0.34,11.3,0.1,17,58,231,354,171,477,0.7,PH domain,Transcript_5528.p1
PH,PF00169.25,106,Transcript_5528,-,340,2.6e-12,47.0,4.6,2,2,2.8e-13,4.5e-09,36.6,1.4,1,104,681,981,678,987,0.86,PH domain,Transcript_5528.p1
DUF383,PF04063.10,175,Transcript_5529,-,185,1.1e-31,109.8,0.3,1,2,1.6e-34,1.3e-30,106.3,0.2,87,174,0,270,0,273,0.95,Domain of unknown function (DUF383),Transcript_5529.p1
DUF383,PF04063.10,175,Transcript_5529,-,185,1.1e-31,109.8,0.3,2,2,0.023,180.0,1.6,0.0,72,92,297,366,273,435,0.73,Domain of unknown function (DUF383),Transcript_5529.p1
DUF384,PF04064.9,55,Transcript_5529,-,185,7e-23,80.1,0.1,1,1,2.5e-26,2e-22,78.6,0.1,0,53,285,444,285,450,0.97,Domain of unknown function (DUF384),Transcript_5529.p1
zf-C2H2,PF00096.22,23,Transcript_5532,-,353,9.7e-06,25.6,12.4,1,2,7.6e-09,0.00012,22.1,4.4,0,23,621,690,621,690,0.97,"Zinc finger, C2H2 type",Transcript_5532.p1
zf-C2H2,PF00096.22,23,Transcript_5532,-,353,9.7e-06,25.6,12.4,2,2,0.00037,5.9,7.4,1.0,2,23,711,777,705,777,0.87,"Zinc finger, C2H2 type",Transcript_5532.p1
Cg6151-P,PF10233.5,113,Transcript_5532,-,168,6.1e-39,132.7,14.9,1,1,4.6e-43,7.5e-39,132.4,14.9,0,113,87,423,87,423,0.99,Uncharacterized conserved protein CG6151-P,Transcript_5532.p2
CK_II_beta,PF01214.14,182,Transcript_5534,-,259,6.6e-72,241.0,0.1,1,1,4.9e-76,7.9e-72,240.7,0.1,1,181,111,660,108,663,0.96,Casein kinase II regulatory subunit,Transcript_5534.p1
CASP_C,PF08172.8,252,Transcript_5535,-,563,1.3e-67,227.7,8.7,1,3,0.2,3200.0,-3.0,5.0,3,31,189,273,3,351,0.53,CASP C terminal,Transcript_5535.p1
CASP_C,PF08172.8,252,Transcript_5535,-,563,1.3e-67,227.7,8.7,2,3,1.0,16000.0,-6.6,13.1,3,72,363,585,354,711,0.62,CASP C terminal,Transcript_5535.p1
CASP_C,PF08172.8,252,Transcript_5535,-,563,1.3e-67,227.7,8.7,3,3,8.1e-72,1.3e-67,227.7,8.7,1,251,873,1560,870,1563,0.9,CASP C terminal,Transcript_5535.p1
WH1,PF00568.19,111,Transcript_5536,-,634,3.7e-38,129.7,0.1,1,1,6.5e-42,5.3e-38,129.2,0.1,1,110,39,369,36,372,0.97,WH1 domain,Transcript_5536.p1
WH2,PF02205.16,30,Transcript_5536,-,634,2.9e-06,26.8,1.8,1,1,7.8e-10,6.4e-06,25.7,1.8,0,27,1629,1713,1629,1722,0.91,WH2 motif,Transcript_5536.p1
RTC_insert,PF05189.9,99,Transcript_5537,-,80,1e-19,70.9,0.0,1,1,7.1e-24,1.2e-19,70.7,0.0,1,70,3,228,0,237,0.94,"RNA 3'-terminal phosphate cyclase (RTC), insert domain",Transcript_5537.p1
Myosin_head,PF00063.17,677,Transcript_5539,-,98,2e-24,85.7,0.1,1,1,1.3e-28,2.2e-24,85.6,0.1,276,370,6,294,0,294,0.94,Myosin head (motor domain),Transcript_5539.p1
Mannosyl_trans,PF05007.9,259,Transcript_5540,-,251,1.8e-94,316.3,18.0,1,1,1.2e-98,2e-94,316.1,18.0,28,259,3,699,0,699,0.98,Mannosyltransferase (PIG-M),Transcript_5540.p1
DNA_pol_A,PF00476.16,376,Transcript_5541,-,170,8.3e-27,94.0,0.0,1,1,5.6e-31,9.1e-27,93.9,0.0,109,248,21,501,3,510,0.85,DNA polymerase family A,Transcript_5541.p1
Aldo_ket_red,PF00248.17,292,Transcript_5542,-,139,4.4e-15,55.5,0.0,1,1,3e-19,4.8e-15,55.3,0.0,193,290,3,306,0,312,0.84,Aldo/keto reductase family,Transcript_5542.p1
DFP,PF04127.11,186,Transcript_5545,-,366,2.7e-14,53.3,0.0,1,2,1.5e-10,2.4e-06,27.4,0.0,2,57,216,387,210,423,0.86,DNA / pantothenate metabolism flavoprotein,Transcript_5545.p1
DFP,PF04127.11,186,Transcript_5545,-,366,2.7e-14,53.3,0.0,2,2,1.5e-08,0.00025,20.8,0.0,85,175,615,948,507,978,0.67,DNA / pantothenate metabolism flavoprotein,Transcript_5545.p1
Adaptin_N,PF01602.16,526,Transcript_5547,-,754,5e-91,305.7,17.5,1,1,3.8e-95,6.2e-91,305.4,17.5,132,524,0,1290,0,1296,0.94,Adaptin N terminal region,Transcript_5547.p1
UDPGP,PF01704.14,413,Transcript_5548,-,500,1.4e-185,616.7,0.0,1,1,1e-189,1.7e-185,616.4,0.0,1,413,156,1392,153,1392,0.98,UTP--glucose-1-phosphate uridylyltransferase,Transcript_5548.p1
CDP-OH_P_transf,PF01066.17,55,Transcript_5549,-,277,1.9e-13,50.6,0.2,1,2,1.2e-17,1.9e-13,50.6,0.2,1,55,243,456,240,456,0.91,CDP-alcohol phosphatidyltransferase,Transcript_5549.p1
CDP-OH_P_transf,PF01066.17,55,Transcript_5549,-,277,1.9e-13,50.6,0.2,2,2,0.61,10000.0,-2.9,0.2,17,18,525,528,468,576,0.56,CDP-alcohol phosphatidyltransferase,Transcript_5549.p1
RasGAP_C,PF03836.11,136,Transcript_5551,-,366,1.5e-28,99.5,4.0,1,1,1.4e-32,2.3e-28,98.9,4.0,0,135,366,795,366,798,0.93,RasGAP C-terminus,Transcript_5551.p1
Dynamin_M,PF01031.16,284,Transcript_5554,-,717,1.8e-102,342.3,0.8,1,2,0.63,3400.0,-3.2,0.0,78,94,609,657,597,672,0.83,Dynamin central region,Transcript_5554.p1
Dynamin_M,PF01031.16,284,Transcript_5554,-,717,1.8e-102,342.3,0.8,2,2,6.3e-106,3.4e-102,341.4,0.2,0,282,807,1659,807,1665,0.97,Dynamin central region,Transcript_5554.p1
Dynamin_N,PF00350.19,168,Transcript_5554,-,717,6.4e-59,198.6,0.3,1,1,3.4e-62,1.9e-58,197.1,0.3,0,168,129,783,129,783,0.96,Dynamin family,Transcript_5554.p1
GED,PF02212.14,92,Transcript_5554,-,717,1.5e-28,98.6,5.6,1,1,7.4e-32,4e-28,97.3,5.6,0,92,1872,2148,1872,2148,0.98,Dynamin GTPase effector domain,Transcript_5554.p1
AAA_2,PF07724.10,171,Transcript_5555,-,932,2.8e-46,157.6,0.0,1,2,0.12,240.0,1.6,0.0,6,78,693,930,675,1035,0.71,AAA domain (Cdc48 subfamily),Transcript_5555.p1
AAA_2,PF07724.10,171,Transcript_5555,-,932,2.8e-46,157.6,0.0,2,2,3.6e-48,7.2e-45,153.0,0.0,2,170,1887,2373,1881,2376,0.97,AAA domain (Cdc48 subfamily),Transcript_5555.p1
AAA,PF00004.25,132,Transcript_5555,-,932,1.6e-24,86.7,0.2,1,2,6.5e-18,1.3e-14,54.6,0.1,1,118,693,1050,690,1092,0.82,ATPase family associated with various cellular activities (AAA),Transcript_5555.p1
AAA,PF00004.25,132,Transcript_5555,-,932,1.6e-24,86.7,0.2,2,2,4.6e-10,9.3e-07,29.2,0.0,1,111,1899,2256,1896,2304,0.81,ATPase family associated with various cellular activities (AAA),Transcript_5555.p1
ClpB_D2-small,PF10431.5,81,Transcript_5555,-,932,4.8e-24,84.1,1.2,1,1,9.9e-27,2e-23,82.1,1.2,0,81,2391,2640,2391,2640,0.96,"C-terminal, D2-small domain, of ClpB protein",Transcript_5555.p1
Clp_N,PF02861.16,53,Transcript_5555,-,932,1.6e-15,56.8,6.8,1,3,3.1e-06,0.0062,16.5,0.1,0,26,120,198,120,210,0.94,"Clp amino terminal domain, pathogenicity island component",Transcript_5555.p1
Clp_N,PF02861.16,53,Transcript_5555,-,932,1.6e-15,56.8,6.8,2,3,4.2e-14,8.6e-11,41.7,1.1,0,53,363,516,363,516,0.96,"Clp amino terminal domain, pathogenicity island component",Transcript_5555.p1
Clp_N,PF02861.16,53,Transcript_5555,-,932,1.6e-15,56.8,6.8,3,3,1.7,3500.0,-1.9,0.0,23,53,1041,1131,1038,1131,0.86,"Clp amino terminal domain, pathogenicity island component",Transcript_5555.p1
AAA_5,PF07728.10,139,Transcript_5555,-,932,4.1e-15,55.8,0.1,1,2,1.3e-07,0.00026,20.8,0.0,2,97,693,1008,687,1113,0.75,AAA domain (dynein-related subfamily),Transcript_5555.p1
AAA_5,PF07728.10,139,Transcript_5555,-,932,4.1e-15,55.8,0.1,2,2,7.3e-11,1.5e-07,31.3,0.0,1,125,1896,2262,1893,2316,0.73,AAA domain (dynein-related subfamily),Transcript_5555.p1
Sigma54_activat,PF00158.22,168,Transcript_5555,-,932,1.6e-11,44.0,0.2,1,2,0.00098,2.0,8.0,0.0,1,129,627,1020,624,1080,0.67,Sigma-54 interaction domain,Transcript_5555.p1
Sigma54_activat,PF00158.22,168,Transcript_5555,-,932,1.6e-11,44.0,0.2,2,2,1.5e-11,3e-08,33.4,0.0,19,142,1881,2250,1806,2292,0.84,Sigma-54 interaction domain,Transcript_5555.p1
AAA_16,PF13191.2,177,Transcript_5555,-,932,2e-07,31.5,8.6,1,5,3.1,6400.0,-2.7,0.1,69,103,408,507,336,585,0.66,AAA ATPase domain,Transcript_5555.p1
AAA_16,PF13191.2,177,Transcript_5555,-,932,2e-07,31.5,8.6,2,5,9.9e-08,0.0002,21.7,0.0,1,55,624,777,621,1008,0.76,AAA ATPase domain,Transcript_5555.p1
AAA_16,PF13191.2,177,Transcript_5555,-,932,2e-07,31.5,8.6,3,5,1.3,2700.0,-1.5,0.6,69,124,1242,1398,1164,1587,0.63,AAA ATPase domain,Transcript_5555.p1
AAA_16,PF13191.2,177,Transcript_5555,-,932,2e-07,31.5,8.6,4,5,0.00036,0.73,10.2,0.0,19,63,1875,2007,1803,2055,0.68,AAA ATPase domain,Transcript_5555.p1
AAA_16,PF13191.2,177,Transcript_5555,-,932,2e-07,31.5,8.6,5,5,1.2,2400.0,-1.3,0.0,142,166,2103,2181,2031,2211,0.83,AAA ATPase domain,Transcript_5555.p1
AAA_22,PF13401.2,137,Transcript_5555,-,932,3.1e-06,27.4,1.2,1,3,4.4e-05,0.088,12.9,0.1,8,126,693,1008,672,1041,0.73,AAA domain,Transcript_5555.p1
AAA_22,PF13401.2,137,Transcript_5555,-,932,3.1e-06,27.4,1.2,2,3,0.00061,1.2,9.2,0.0,7,53,1896,2016,1881,2250,0.74,AAA domain,Transcript_5555.p1
AAA_22,PF13401.2,137,Transcript_5555,-,932,3.1e-06,27.4,1.2,3,3,3.9,8000.0,-3.1,0.0,100,124,2334,2412,2334,2451,0.8,AAA domain,Transcript_5555.p1
ANAPC2,PF08672.7,60,Transcript_5556,-,279,9.3e-23,80.4,0.1,1,2,0.0027,22.0,5.5,0.0,27,59,390,486,366,489,0.87,Anaphase promoting complex (APC) subunit 2,Transcript_5556.p1
ANAPC2,PF08672.7,60,Transcript_5556,-,279,9.3e-23,80.4,0.1,2,2,3.3e-24,2.7e-20,72.5,0.1,0,59,624,807,624,810,0.98,Anaphase promoting complex (APC) subunit 2,Transcript_5556.p1
Cullin,PF00888.18,578,Transcript_5556,-,279,1.1e-12,47.4,0.0,1,1,1.7e-16,1.4e-12,47.0,0.0,421,571,18,504,3,525,0.82,Cullin family,Transcript_5556.p1
NOT2_3_5,PF04153.14,131,Transcript_5558,-,207,1.4e-28,99.5,0.8,1,1,1.2e-32,1.9e-28,99.0,0.8,2,129,207,609,201,615,0.85,NOT2 / NOT3 / NOT5 family,Transcript_5558.p1
DNA_ligase_A_C,PF04679.11,99,Transcript_5558,-,200,1.1e-25,90.0,0.0,1,1,2.1e-29,1.7e-25,89.4,0.0,0,99,198,528,198,528,0.96,ATP dependent DNA ligase C terminal region,Transcript_5558.p2
DNA_ligase_A_M,PF01068.17,204,Transcript_5558,-,200,1.2e-09,38.0,0.0,1,1,2e-13,1.6e-09,37.5,0.0,166,204,3,126,0,126,0.97,ATP dependent DNA ligase domain,Transcript_5558.p2
VHS,PF00790.15,141,Transcript_5559,-,586,1.2e-49,167.7,0.1,1,2,1.2e-52,6.3e-49,165.3,0.0,3,141,66,495,57,495,0.98,VHS domain,Transcript_5559.p1
VHS,PF00790.15,141,Transcript_5559,-,586,1.2e-49,167.7,0.1,2,2,0.21,1100.0,-0.8,0.1,79,112,582,669,561,753,0.68,VHS domain,Transcript_5559.p1
Alpha_adaptinC2,PF02883.16,109,Transcript_5559,-,586,4.6e-25,87.9,2.1,1,2,0.88,4800.0,-2.3,0.1,44,73,834,933,801,1032,0.66,Adaptin C-terminal domain,Transcript_5559.p1
Alpha_adaptinC2,PF02883.16,109,Transcript_5559,-,586,4.6e-25,87.9,2.1,2,2,8.5e-29,4.6e-25,87.9,2.1,2,109,1416,1749,1410,1749,0.97,Adaptin C-terminal domain,Transcript_5559.p1
GAT,PF03127.10,75,Transcript_5559,-,586,3.5e-16,59.2,3.0,1,2,1.6,8400.0,-2.9,0.0,17,31,300,342,255,345,0.71,GAT domain,Transcript_5559.p1
GAT,PF03127.10,75,Transcript_5559,-,586,3.5e-16,59.2,3.0,2,2,3e-19,1.6e-15,57.1,2.7,0,75,741,966,741,966,0.91,GAT domain,Transcript_5559.p1
DUF3635,PF12330.4,96,Transcript_5561,-,357,3.3e-26,91.5,1.0,1,2,0.48,7800.0,-2.6,0.1,41,67,105,180,54,216,0.51,Domain of unknown function (DUF3635),Transcript_5561.p1
DUF3635,PF12330.4,96,Transcript_5561,-,357,3.3e-26,91.5,1.0,2,2,2e-30,3.3e-26,91.5,1.0,0,96,735,1056,735,1056,0.94,Domain of unknown function (DUF3635),Transcript_5561.p1
Flp_C,PF05202.8,243,Transcript_5562,-,424,1.8e-173,574.4,4.3,1,1,3.1e-177,2.5e-173,573.9,4.3,0,243,408,1137,408,1137,1.0,Recombinase Flp protein,Transcript_5562.p1
Flp_N,PF03930.10,82,Transcript_5562,-,424,2.2e-30,104.3,1.1,1,1,5.9e-34,4.8e-30,103.2,1.1,0,82,129,384,129,384,0.98,Recombinase Flp protein N-terminus,Transcript_5562.p1
Flp_C,PF05202.8,243,Transcript_5563,-,424,1.8e-173,574.4,4.3,1,1,3.1e-177,2.5e-173,573.9,4.3,0,243,408,1137,408,1137,1.0,Recombinase Flp protein,Transcript_5563.p1
Flp_N,PF03930.10,82,Transcript_5563,-,424,2.2e-30,104.3,1.1,1,1,5.9e-34,4.8e-30,103.2,1.1,0,82,129,384,129,384,0.98,Recombinase Flp protein N-terminus,Transcript_5563.p1
MIF4G_like_2,PF09090.7,240,Transcript_5566,-,429,5.2e-41,140.7,0.4,1,1,1.1e-44,8.9e-41,139.9,0.4,2,240,447,1167,444,1167,0.94,MIF4G like,Transcript_5566.p1
MIF4G_like,PF09088.7,191,Transcript_5566,-,429,1.5e-36,125.8,1.0,1,2,6.2e-40,5e-36,124.1,1.1,89,190,9,324,0,327,0.95,MIF4G like,Transcript_5566.p1
MIF4G_like,PF09088.7,191,Transcript_5566,-,429,1.5e-36,125.8,1.0,2,2,0.35,2800.0,-2.3,0.0,66,107,894,1020,855,1026,0.73,MIF4G like,Transcript_5566.p1
EnY2,PF10163.5,84,Transcript_5569,-,97,1.8e-24,85.8,1.1,1,1,1.3e-28,2.1e-24,85.6,1.1,0,84,24,267,24,267,0.96,Transcription factor e(y)2,Transcript_5569.p4
Arf,PF00025.17,175,Transcript_5570,-,192,1.1e-59,200.6,0.2,1,1,4.7e-63,1.3e-59,200.5,0.2,1,174,9,558,6,561,0.97,ADP-ribosylation factor family,Transcript_5570.p1
G-alpha,PF00503.16,377,Transcript_5570,-,192,7.6e-14,51.4,3.7,1,2,4.5e-06,0.012,14.6,0.1,45,75,21,108,9,132,0.79,G-protein alpha subunit,Transcript_5570.p1
G-alpha,PF00503.16,377,Transcript_5570,-,192,7.6e-14,51.4,3.7,2,2,1.6e-12,4.4e-09,35.8,0.7,208,308,141,420,108,438,0.84,G-protein alpha subunit,Transcript_5570.p1
Roc,PF08477.9,120,Transcript_5570,-,192,1.2e-12,47.9,0.0,1,1,6.2e-16,1.7e-12,47.5,0.0,1,120,54,405,51,405,0.77,"Ras of Complex, Roc, domain of DAPkinase",Transcript_5570.p1
Ras,PF00071.18,162,Transcript_5570,-,192,4.4e-11,42.5,0.0,1,1,2e-14,5.4e-11,42.2,0.0,1,157,54,552,51,564,0.76,Ras family,Transcript_5570.p1
Gtr1_RagA,PF04670.8,232,Transcript_5570,-,192,1e-10,41.2,0.0,1,1,4.6e-14,1.2e-10,41.0,0.0,1,129,54,423,51,504,0.81,Gtr1/RagA G protein conserved region,Transcript_5570.p1
MMR_HSR1,PF01926.19,110,Transcript_5570,-,192,2e-07,31.0,0.0,1,1,1.1e-10,2.9e-07,30.4,0.0,1,110,54,396,51,396,0.74,50S ribosome-binding GTPase,Transcript_5570.p1
ChAPs,PF09295.6,395,Transcript_5571,-,550,2.1e-134,448.4,5.1,1,1,1.7e-138,2.8e-134,447.9,5.1,85,395,30,1008,6,1008,0.96,ChAPs (Chs5p-Arf1p-binding proteins),Transcript_5571.p1
HEAT_EZ,PF13513.2,55,Transcript_5572,-,592,9.2e-07,29.1,0.5,1,4,0.0021,34.0,4.9,0.0,1,37,198,306,195,318,0.89,HEAT-like repeat,Transcript_5572.p1
HEAT_EZ,PF13513.2,55,Transcript_5572,-,592,9.2e-07,29.1,0.5,2,4,0.0019,31.0,5.0,0.0,6,51,438,570,426,573,0.87,HEAT-like repeat,Transcript_5572.p1
HEAT_EZ,PF13513.2,55,Transcript_5572,-,592,9.2e-07,29.1,0.5,3,4,3e-06,0.048,14.0,0.0,11,51,1086,1215,1071,1227,0.76,HEAT-like repeat,Transcript_5572.p1
HEAT_EZ,PF13513.2,55,Transcript_5572,-,592,9.2e-07,29.1,0.5,4,4,0.68,11000.0,-3.1,0.2,11,30,1389,1452,1368,1461,0.42,HEAT-like repeat,Transcript_5572.p1
Inositol_P,PF00459.21,272,Transcript_5573,-,165,1.5e-34,119.6,0.0,1,1,1.1e-38,1.8e-34,119.4,0.0,125,269,0,468,0,477,0.94,Inositol monophosphatase family,Transcript_5573.p1
RWD,PF05773.18,104,Transcript_5574,-,271,1e-22,80.1,6.3,1,2,6.4e-27,1e-22,80.1,6.3,0,103,18,480,18,483,0.89,RWD domain,Transcript_5574.p1
RWD,PF05773.18,104,Transcript_5574,-,271,1e-22,80.1,6.3,2,2,0.24,3900.0,-2.1,0.1,71,87,501,549,486,642,0.69,RWD domain,Transcript_5574.p1
PIR,PF00399.15,18,Transcript_5576,-,171,1e-06,28.0,6.4,1,2,6.3e-11,1e-06,28.0,6.4,2,18,228,276,225,276,0.94,Yeast PIR protein repeat,Transcript_5576.p1
PIR,PF00399.15,18,Transcript_5576,-,171,1e-06,28.0,6.4,2,2,0.01,170.0,1.8,7.3,10,18,297,321,282,321,0.92,Yeast PIR protein repeat,Transcript_5576.p1
